CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TRF, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DELAY, START, YES, 152, 3, .020, 0.000, .0050, .0137, 1, 5, 1.0, 0, 23, 21, ¥, , V, 1.94, .17, .001, 0, 10, 154, 2.40, , V, 1.90, .60, .159, 1
DELAY, ACTION, YES, 152, 2, .013, 0.000, .0020, .0030, 1, 5, 3.0, 2, 23, 21, ¥, , V, 1.94, .17, .001, 0, 20, 291, 3.00, G, N, 1.53, .37, .035, 1
DELAY, AIRPLANE, YES, 152, 2, .013, 0.000, 0.0000, .0005, 0, 5, 1.0, 1, 23, 21, ¥, , V, 1.94, .17, .001, 0, 21, 11, 6.83, , N, 2.62, .29, .061, 1
DELAY, AIRPORT, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 23, 21, ¥, , V, 1.94, .17, .001, 0, 6, 19, 6.31, , N, 1.20, 0.00, 0.000, 1
DELAY, GAME, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 23, 21, ¥, , V, 1.94, .17, .001, 0, 13, 123, 4.72, N, N, 1.62, .62, .109, 1
DELAY, HESITATE, YES, 152, 2, .013, .013, .0020, .0655, 2, 5, 6.0, 3, 23, 21, ¥, , V, 1.94, .17, .001, 0, 18, 10, ¥, , V, 2.00, .21, .007, 1
DELAY, HURRY, YES, 152, 2, .013, 0.000, .0010, .0031, 1, 5, 1.0, 1, 23, 21, ¥, , V, 1.94, .17, .001, 0, 9, 36, 2.77, , V, 2.38, .25, .092, 1
DELAY, LONG, YES, 152, 2, .013, 0.000, .0090, .0090, 2, 5, 2.0, 1, 23, 21, ¥, , V, 1.94, .17, .001, 0, 13, 755, 3.68, , AJ, 1.25, .42, .128, 1
DELAY, ON TIME, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 21, ¥, , V, 1.94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DELAY, PROLONG, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 21, ¥, , V, 1.94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DELAY, RAIN, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 23, 21, ¥, , V, 1.94, .17, .001, 0, 18, 70, 5.77, , N, 1.65, .82, .101, 1
DELAY, SHORT, YES, 152, 2, .013, 0.000, .0070, .0029, 1, 5, 1.0, 0, 23, 21, ¥, , V, 1.94, .17, .001, 0, 9, 212, 4.57, , AJ, .86, .71, .414, 1
DELICATE, FRAGILE, YES, 154, 44, .286, .111, .0130, .0160, 4, 1, 7.0, 4, 22, 27, ¥, , AJ, 2.29, .14, .033, 1, 11, 10, 3.08, , AJ, 1.91, .46, .091, 1
DELICATE, SOFT, YES, 154, 16, .104, 0.000, .0280, .0121, 5, 1, 5.0, 2, 22, 27, ¥, , AJ, 2.29, .14, .033, 1, 19, 61, 4.10, G, AJ, 1.39, .72, .314, 1
DELICATE, BREAKABLE, YES, 154, 6, .039, 0.000, .0600, .0797, 2, 1, 5.0, 4, 22, 27, ¥, , AJ, 2.29, .14, .033, 1, 10, 1, ¥, , AJ, 2.11, .11, .054, 1
DELICATE, FLOWER, YES, 154, 6, .039, 0.000, .0080, .0002, 1, 1, 1.0, 0, 22, 27, ¥, , AJ, 2.29, .14, .033, 1, 21, 23, 5.62, G, N, 1.62, .67, .265, 1
DELICATE, GENTLE, YES, 154, 6, .039, 0.000, .0100, .0223, 3, 1, 4.0, 3, 22, 27, ¥, , AJ, 2.29, .14, .033, 1, 18, 27, 3.18, G, AJ, 2.71, .24, .016, 1
