display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
break,,,,,,,,,,,,,1.0,423
trial,Incredibly poor food service is my pet ,peeve,0.96,6.74,19,0.21,0.32,1,14,Incredibly poor food service is my pet peeve,500.0,10000.0,0.0,423
break,,,,,,,,,,,,,1.0,423
trial,Christopher's dream position of power was to be ,president,0.61,11.22,0,0.67,2.6,382,0,Christopher's dream position of power was to be president,500.0,10000.0,0.0,423
end,,,,,,,,,,,,,,423
instructions,,,,,,,,,,,,,,424
trial,Christopher's dream position of power was to be ,president,0.61,11.22,0,0.67,2.6,382,0,Christopher's dream position of power was to be president,500.0,10000.0,0.0,424
break,,,,,,,,,,,,,1.0,424
trial,"A natural leader, Eve was a great hospital ",administrator,0.31,10.06,0,0.60,3.5,15,0,"A natural leader, Eve was a great hospital administrator",500.0,10000.0,0.0,424
break,,,,,,,,,,,,,1.0,424
trial,Mike exited the shower and quickly put on his ,robe,0.44,7.40,19,0.47,2.13,6,15,Mike exited the shower and quickly put on his robe,500.0,10000.0,0.0,424
end,,,,,,,,,,,,,,424
instructions,,,,,,,,,,,,,,425
trial,Mike exited the shower and quickly put on his ,robe,0.44,7.40,19,0.47,2.13,6,15,Mike exited the shower and quickly put on his robe,500.0,10000.0,0.0,425
break,,,,,,,,,,,,,1.0,425
trial,"After returning to his bedroom, the monk removed his ",robe,0.5,7.40,19,0.47,2.96,6,15,"After returning to his bedroom, the monk removed his robe",500.0,10000.0,0.0,425
break,,,,,,,,,,,,,1.0,425
trial,The little girl used her fingers to count to ,ten,0.69,10.57,24,0.69,2.06,0,0,The little girl used her fingers to count to ten,500.0,10000.0,0.0,425
end,,,,,,,,,,,,,,425
instructions,,,,,,,,,,,,,,426
trial,The little girl used her fingers to count to ,ten,0.69,10.57,24,0.69,2.06,0,0,The little girl used her fingers to count to ten,500.0,10000.0,0.0,426
break,,,,,,,,,,,,,1.0,426
trial,Stacy had to pick a number between one and ,ten,0.61,10.57,24,0.69,2.43,0,0,Stacy had to pick a number between one and ten,500.0,10000.0,0.0,426
break,,,,,,,,,,,,,1.0,426
trial,The tourists got lost because they couldn't follow the ,map,0.56,10.16,25,0.64,1.76,13,20,The tourists got lost because they couldn't follow the map,500.0,10000.0,0.0,426
end,,,,,,,,,,,,,,426
instructions,,,,,,,,,,,,,,427
trial,The tourists got lost because they couldn't follow the ,map,0.56,10.16,25,0.64,1.76,13,20,The tourists got lost because they couldn't follow the map,500.0,10000.0,0.0,427
break,,,,,,,,,,,,,1.0,427
trial,The divorced parents spoke cordially for their son's ,sake,0.39,9.35,28,0.57,3.3,41,23,The divorced parents spoke cordially for their son's sake,500.0,10000.0,0.0,427
break,,,,,,,,,,,,,1.0,427
trial,Jack couldn't find Jill even though she was ,there,0.33,14.09,21,0.70,3.76,\N,\N,Jack couldn't find Jill even though she was there,500.0,10000.0,0.0,427
end,,,,,,,,,,,,,,427
instructions,,,,,,,,,,,,,,428
trial,Jack couldn't find Jill even though she was ,there,0.33,14.09,21,0.70,3.76,\N,\N,Jack couldn't find Jill even though she was there,500.0,10000.0,0.0,428
break,,,,,,,,,,,,,1.0,428
trial,The evil witch eyed the young princess with a ,glare,0.31,6.81,9,0.37,3.73,7,3,The evil witch eyed the young princess with a glare,500.0,10000.0,0.0,428
break,,,,,,,,,,,,,1.0,428
trial,The soldier wasn't sure if the bomb was still ,active,0.53,10.48,2,0.68,2.28,88,1,The soldier wasn't sure if the bomb was still active,500.0,10000.0,0.0,428
end,,,,,,,,,,,,,,428
instructions,,,,,,,,,,,,,,429
trial,The soldier wasn't sure if the bomb was still ,active,0.53,10.48,2,0.68,2.28,88,1,The soldier wasn't sure if the bomb was still active,500.0,10000.0,0.0,429
break,,,,,,,,,,,,,1.0,429
trial,Frank read by the fireplace while his grandmother ,knitted,0.4,5.39,8,0.37,2.73,\N,\N,Frank read by the fireplace while his grandmother knitted,500.0,10000.0,0.0,429
break,,,,,,,,,,,,,1.0,429
trial,"In card decks, the lowest face card is the ",jack,0.59,10.36,24,0.67,2.13,92,16,"In card decks, the lowest face card is the jack",500.0,10000.0,0.0,429
end,,,,,,,,,,,,,,429
instructions,,,,,,,,,,,,,,430
trial,"In card decks, the lowest face card is the ",jack,0.59,10.36,24,0.67,2.13,92,16,"In card decks, the lowest face card is the jack",500.0,10000.0,0.0,430
break,,,,,,,,,,,,,1.0,430
trial,Mario legally owned the property according to the ,deed,0.38,7.59,28,0.55,3.83,8,17,Mario legally owned the property according to the deed,500.0,10000.0,0.0,430
break,,,,,,,,,,,,,1.0,430
trial,The apples on the tree were too high to ,reach,0.65,10.44,21,0.67,1.0,106,17,The apples on the tree were too high to reach,500.0,10000.0,0.0,430
end,,,,,,,,,,,,,,430
instructions,,,,,,,,,,,,,,431
trial,The apples on the tree were too high to ,reach,0.65,10.44,21,0.67,1.0,106,17,The apples on the tree were too high to reach,500.0,10000.0,0.0,431
break,,,,,,,,,,,,,1.0,431
trial,The toddler jumped but the jar was out of ,reach,0.82,10.44,21,0.67,1.26,106,17,The toddler jumped but the jar was out of reach,500.0,10000.0,0.0,431
break,,,,,,,,,,,,,1.0,431
trial,The ringing phone was too far for Ethan to ,reach,0.5,10.44,21,0.67,2.14,106,17,The ringing phone was too far for Ethan to reach,500.0,10000.0,0.0,431
end,,,,,,,,,,,,,,431
instructions,,,,,,,,,,,,,,432
trial,The ringing phone was too far for Ethan to ,reach,0.5,10.44,21,0.67,2.14,106,17,The ringing phone was too far for Ethan to reach,500.0,10000.0,0.0,432
break,,,,,,,,,,,,,1.0,432
trial,The store clerk ended up being an unknowing ,accomplice,0.37,5.64,1,0.49,3.63,2,0,The store clerk ended up being an unknowing accomplice,500.0,10000.0,0.0,432
break,,,,,,,,,,,,,1.0,432
trial,The seamstress went to the market to buy a ,needle,0.39,8.53,6,0.56,3.72,15,5,The seamstress went to the market to buy a needle,500.0,10000.0,0.0,432
end,,,,,,,,,,,,,,432
instructions,,,,,,,,,,,,,,433
trial,The seamstress went to the market to buy a ,needle,0.39,8.53,6,0.56,3.72,15,5,The seamstress went to the market to buy a needle,500.0,10000.0,0.0,433
break,,,,,,,,,,,,,1.0,433
trial,The boy's father called the white sea bird a ,gull,0.35,5.64,20,0.44,3.2,1,17,The boy's father called the white sea bird a gull,500.0,10000.0,0.0,433
break,,,,,,,,,,,,,1.0,433
trial,Brie cut the steak to see if it was ,done,0.74,12.07,35,0.69,1.41,321,29,Brie cut the steak to see if it was done,500.0,10000.0,0.0,433
end,,,,,,,,,,,,,,433
instructions,,,,,,,,,,,,,,434
trial,Brie cut the steak to see if it was ,done,0.74,12.07,35,0.69,1.41,321,29,Brie cut the steak to see if it was done,500.0,10000.0,0.0,434
break,,,,,,,,,,,,,1.0,434
trial,Brad's family missed him after he was gone a ,while,0.36,12.56,8,0.70,2.53,680,5,Brad's family missed him after he was gone a while,500.0,10000.0,0.0,434
break,,,,,,,,,,,,,1.0,434
trial,Yolanda wants a great job so she can get ,rich,0.37,10.51,23,0.67,3.31,74,20,Yolanda wants a great job so she can get rich,500.0,10000.0,0.0,434
end,,,,,,,,,,,,,,434
instructions,,,,,,,,,,,,,,435
trial,Yolanda wants a great job so she can get ,rich,0.37,10.51,23,0.67,3.31,74,20,Yolanda wants a great job so she can get rich,500.0,10000.0,0.0,435
break,,,,,,,,,,,,,1.0,435
trial,The businessman's goal was to be powerful and ,rich,0.59,10.51,23,0.67,2.25,74,20,The businessman's goal was to be powerful and rich,500.0,10000.0,0.0,435
break,,,,,,,,,,,,,1.0,435
trial,Paige injured her back when she slipped outside on ,ice,0.77,10.55,15,0.66,1.63,45,7,Paige injured her back when she slipped outside on ice,500.0,10000.0,0.0,435
end,,,,,,,,,,,,,,435
instructions,,,,,,,,,,,,,,436
trial,Paige injured her back when she slipped outside on ,ice,0.77,10.55,15,0.66,1.63,45,7,Paige injured her back when she slipped outside on ice,500.0,10000.0,0.0,436
break,,,,,,,,,,,,,1.0,436
trial,Listen,word,0.77,11.84,23,0.67,1.47,274,18,Listenword,500.0,10000.0,0.0,436
break,,,,,,,,,,,,,1.0,436
trial,"Beth hasn't figure out the solution, but Martha ",has,0.72,13.98,25,0.70,1.08,2439,18,"Beth hasn't figure out the solution, but Martha has",500.0,10000.0,0.0,436
end,,,,,,,,,,,,,,436
instructions,,,,,,,,,,,,,,437
trial,"Beth hasn't figure out the solution, but Martha ",has,0.72,13.98,25,0.70,1.08,2439,18,"Beth hasn't figure out the solution, but Martha has",500.0,10000.0,0.0,437
break,,,,,,,,,,,,,1.0,437
trial,"Dan has never been to Europe, but Mira ",has,0.71,13.98,25,0.70,1.2,2439,18,"Dan has never been to Europe, but Mira has",500.0,10000.0,0.0,437
break,,,,,,,,,,,,,1.0,437
trial,The penguins enjoyed sliding down the slope of a ,hill,0.38,10.35,40,0.67,2.85,72,31,The penguins enjoyed sliding down the slope of a hill,500.0,10000.0,0.0,437
end,,,,,,,,,,,,,,437
instructions,,,,,,,,,,,,,,438
trial,The penguins enjoyed sliding down the slope of a ,hill,0.38,10.35,40,0.67,2.85,72,31,The penguins enjoyed sliding down the slope of a hill,500.0,10000.0,0.0,438
break,,,,,,,,,,,,,1.0,438
trial,Her left hand was freezing after she lost her ,glove,0.8,7.76,2,0.54,1.05,9,2,Her left hand was freezing after she lost her glove,500.0,10000.0,0.0,438
break,,,,,,,,,,,,,1.0,438
trial,Grandma said you couldn't use the oven without a ,mitt,0.54,5.09,31,0.37,2.93,1,27,Grandma said you couldn't use the oven without a mitt,500.0,10000.0,0.0,438
end,,,,,,,,,,,,,,438
instructions,,,,,,,,,,,,,,439
trial,Grandma said you couldn't use the oven without a ,mitt,0.54,5.09,31,0.37,2.93,1,27,Grandma said you couldn't use the oven without a mitt,500.0,10000.0,0.0,439
break,,,,,,,,,,,,,1.0,439
trial,"After a hard workday, James liked drinking a cold ",beer,0.92,10.12,40,0.62,0.56,34,26,"After a hard workday, James liked drinking a cold beer",500.0,10000.0,0.0,439
break,,,,,,,,,,,,,1.0,439
trial,The couple began to brew their own ,beer,0.62,10.12,40,0.62,1.5,34,26,The couple began to brew their own beer,500.0,10000.0,0.0,439
end,,,,,,,,,,,,,,439
instructions,,,,,,,,,,,,,,440
trial,The couple began to brew their own ,beer,0.62,10.12,40,0.62,1.5,34,26,The couple began to brew their own beer,500.0,10000.0,0.0,440
break,,,,,,,,,,,,,1.0,440
trial,Nina was upset that her nail polish had already started to ,chip,0.59,10.48,22,0.61,2.1,17,22,Nina was upset that her nail polish had already started to chip,500.0,10000.0,0.0,440
break,,,,,,,,,,,,,1.0,440
trial,"Melanie loved working out, but hated the ",sweat,0.5,8.53,6,0.53,2.85,23,5,"Melanie loved working out, but hated the sweat",500.0,10000.0,0.0,440
end,,,,,,,,,,,,,,440
instructions,,,,,,,,,,,,,,441
trial,"Melanie loved working out, but hated the ",sweat,0.5,8.53,6,0.53,2.85,23,5,"Melanie loved working out, but hated the sweat",500.0,10000.0,0.0,441
break,,,,,,,,,,,,,1.0,441
trial,The chickens hated when they were put in their ,coop,0.42,6.75,13,0.56,2.08,3,15,The chickens hated when they were put in their coop,500.0,10000.0,0.0,441
break,,,,,,,,,,,,,1.0,441
trial,The farmer collected wood to build a new ,barn,0.32,7.85,11,0.58,3.05,29,10,The farmer collected wood to build a new barn,500.0,10000.0,0.0,441
end,,,,,,,,,,,,,,441
instructions,,,,,,,,,,,,,,442
trial,The farmer collected wood to build a new ,barn,0.32,7.85,11,0.58,3.05,29,10,The farmer collected wood to build a new barn,500.0,10000.0,0.0,442
break,,,,,,,,,,,,,1.0,442
trial,The large bird that soared overhead was a ,hawk,0.32,8.19,16,0.59,3.29,14,14,The large bird that soared overhead was a hawk,500.0,10000.0,0.0,442
break,,,,,,,,,,,,,1.0,442
trial,The preschooler tied his shoelaces with an extra ,knot,0.68,7.60,29,0.54,1.81,4617,27,The preschooler tied his shoelaces with an extra knot,500.0,10000.0,0.0,442
end,,,,,,,,,,,,,,442
instructions,,,,,,,,,,,,,,443
trial,The preschooler tied his shoelaces with an extra ,knot,0.68,7.60,29,0.54,1.81,4617,27,The preschooler tied his shoelaces with an extra knot,500.0,10000.0,0.0,443
break,,,,,,,,,,,,,1.0,443
trial,Nobody there could undo such a tight ,knot,0.86,7.60,29,0.54,1.14,4617,27,Nobody there could undo such a tight knot,500.0,10000.0,0.0,443
break,,,,,,,,,,,,,1.0,443
trial,She comforted the woman and said help would come ,soon,0.81,11.41,26,0.69,1.41,199,21,She comforted the woman and said help would come soon,500.0,10000.0,0.0,443
end,,,,,,,,,,,,,,443
instructions,,,,,,,,,,,,,,444
trial,She comforted the woman and said help would come ,soon,0.81,11.41,26,0.69,1.41,199,21,She comforted the woman and said help would come soon,500.0,10000.0,0.0,444
break,,,,,,,,,,,,,1.0,444
trial,Mary will complete her lengthy capstone project ,soon,0.33,11.41,26,0.69,2.89,199,21,Mary will complete her lengthy capstone project soon,500.0,10000.0,0.0,444
break,,,,,,,,,,,,,1.0,444
trial,During this season the adult deer usually ,mate,0.56,8.55,39,0.60,2.82,21,26,During this season the adult deer usually mate,500.0,10000.0,0.0,444
end,,,,,,,,,,,,,,444
instructions,,,,,,,,,,,,,,445
trial,During this season the adult deer usually ,mate,0.56,8.55,39,0.60,2.82,21,26,During this season the adult deer usually mate,500.0,10000.0,0.0,445
break,,,,,,,,,,,,,1.0,445
trial,"In the spring, many animals begin to ",mate,0.57,8.55,39,0.60,2.77,21,26,"In the spring, many animals begin to mate",500.0,10000.0,0.0,445
break,,,,,,,,,,,,,1.0,445
trial,The energetic little puppy loves to play ,fetch,0.52,8.07,6,0.46,2.38,6,8,The energetic little puppy loves to play fetch,500.0,10000.0,0.0,445
end,,,,,,,,,,,,,,445
instructions,,,,,,,,,,,,,,446
trial,The energetic little puppy loves to play ,fetch,0.52,8.07,6,0.46,2.38,6,8,The energetic little puppy loves to play fetch,500.0,10000.0,0.0,446
break,,,,,,,,,,,,,1.0,446
trial,His aunt would not come because his house is ,messy,0.32,7.80,10,0.40,3.19,\N,\N,His aunt would not come because his house is messy,500.0,10000.0,0.0,446
break,,,,,,,,,,,,,1.0,446
trial,The British businessman was the wealthiest in the whole ,country,0.36,11.58,0,0.69,2.86,324,0,The British businessman was the wealthiest in the whole country,500.0,10000.0,0.0,446
end,,,,,,,,,,,,,,446
instructions,,,,,,,,,,,,,,447
trial,The British businessman was the wealthiest in the whole ,country,0.36,11.58,0,0.69,2.86,324,0,The British businessman was the wealthiest in the whole country,500.0,10000.0,0.0,447
break,,,,,,,,,,,,,1.0,447
trial,"Always full of energy, Wilson never seemed to ",tire,0.51,8.73,26,0.57,2.58,22,22,"Always full of energy, Wilson never seemed to tire",500.0,10000.0,0.0,447
break,,,,,,,,,,,,,1.0,447
trial,"After three hours of hiking, the campers began to ",tire,0.6,8.73,26,0.57,2.58,22,22,"After three hours of hiking, the campers began to tire",500.0,10000.0,0.0,447
end,,,,,,,,,,,,,,447
instructions,,,,,,,,,,,,,,448
trial,"After three hours of hiking, the campers began to ",tire,0.6,8.73,26,0.57,2.58,22,22,"After three hours of hiking, the campers began to tire",500.0,10000.0,0.0,448
break,,,,,,,,,,,,,1.0,448
trial,"After driving over sharp glass, Ronald had a flat ",tire,1.0,8.73,26,0.57,0.0,22,22,"After driving over sharp glass, Ronald had a flat tire",500.0,10000.0,0.0,448
break,,,,,,,,,,,,,1.0,448
trial,"Due to heavy rainfall, the rainforest is very ",wet,0.42,9.71,22,0.61,2.9,53,22,"Due to heavy rainfall, the rainforest is very wet",500.0,10000.0,0.0,448
end,,,,,,,,,,,,,,448
instructions,,,,,,,,,,,,,,449
trial,"Due to heavy rainfall, the rainforest is very ",wet,0.42,9.71,22,0.61,2.9,53,22,"Due to heavy rainfall, the rainforest is very wet",500.0,10000.0,0.0,449
break,,,,,,,,,,,,,1.0,449
trial,Natalie covered her head to avoid getting her hair ,wet,0.81,9.71,22,0.61,1.21,53,22,Natalie covered her head to avoid getting her hair wet,500.0,10000.0,0.0,449
break,,,,,,,,,,,,,1.0,449
trial,The basketball player enjoyed meeting the supportive ,fans,0.58,10.36,15,0.66,2.09,\N,\N,The basketball player enjoyed meeting the supportive fans,500.0,10000.0,0.0,449
end,,,,,,,,,,,,,,449
instructions,,,,,,,,,,,,,,450
trial,The basketball player enjoyed meeting the supportive ,fans,0.58,10.36,15,0.66,2.09,\N,\N,The basketball player enjoyed meeting the supportive fans,500.0,10000.0,0.0,450
break,,,,,,,,,,,,,1.0,450
trial,To start the Sumo match they struck a large ,gong,0.72,6.92,13,0.56,1.62,1,12,To start the Sumo match they struck a large gong,500.0,10000.0,0.0,450
break,,,,,,,,,,,,,1.0,450
trial,Frankie had four plants getting sunned on the ,porch,0.52,7.43,10,0.56,2.52,43,5,Frankie had four plants getting sunned on the porch,500.0,10000.0,0.0,450
end,,,,,,,,,,,,,,450
instructions,,,,,,,,,,,,,,451
trial,Frankie had four plants getting sunned on the ,porch,0.52,7.43,10,0.56,2.52,43,5,Frankie had four plants getting sunned on the porch,500.0,10000.0,0.0,451
break,,,,,,,,,,,,,1.0,451
trial,The minor damage to their car was from ,hail,0.63,8.08,41,0.55,2.72,12,26,The minor damage to their car was from hail,500.0,10000.0,0.0,451
break,,,,,,,,,,,,,1.0,451
trial,Terry told Jay the old fruit had begun to ,rot,0.76,7.77,33,0.48,1.53,8,26,Terry told Jay the old fruit had begun to rot,500.0,10000.0,0.0,451
end,,,,,,,,,,,,,,451
instructions,,,,,,,,,,,,,,452
trial,Terry told Jay the old fruit had begun to ,rot,0.76,7.77,33,0.48,1.53,8,26,Terry told Jay the old fruit had begun to rot,500.0,10000.0,0.0,452
break,,,,,,,,,,,,,1.0,452
trial,The sandwich left under Henry's bed started to ,mold,0.35,8.23,17,0.56,2.37,45,14,The sandwich left under Henry's bed started to mold,500.0,10000.0,0.0,452
break,,,,,,,,,,,,,1.0,452
trial,It seemed like the accident shook her to the ,core,0.84,9.89,31,0.67,0.77,146,26,It seemed like the accident shook her to the core,500.0,10000.0,0.0,452
end,,,,,,,,,,,,,,452
instructions,,,,,,,,,,,,,,453
trial,It seemed like the accident shook her to the ,core,0.84,9.89,31,0.67,0.77,146,26,It seemed like the accident shook her to the core,500.0,10000.0,0.0,453
break,,,,,,,,,,,,,1.0,453
trial,The award,crust,0.91,7.30,7,0.55,0.62,1,4,The awardcrust,500.0,10000.0,0.0,453
break,,,,,,,,,,,,,1.0,453
trial,The committed scientist spent hours working in the ,lab,0.88,10.12,19,0.62,0.82,3,18,The committed scientist spent hours working in the lab,500.0,10000.0,0.0,453
end,,,,,,,,,,,,,,453
instructions,,,,,,,,,,,,,,454
trial,The committed scientist spent hours working in the ,lab,0.88,10.12,19,0.62,0.82,3,18,The committed scientist spent hours working in the lab,500.0,10000.0,0.0,454
break,,,,,,,,,,,,,1.0,454
trial,"Each day, several research studies are run at the ",lab,0.35,10.12,19,0.62,2.67,3,18,"Each day, several research studies are run at the lab",500.0,10000.0,0.0,454
break,,,,,,,,,,,,,1.0,454
trial,The new accusations cast a lot of ,doubt,0.74,10.79,15,0.63,1.83,114,17,The new accusations cast a lot of doubt,500.0,10000.0,0.0,454
end,,,,,,,,,,,,,,454
instructions,,,,,,,,,,,,,,455
trial,The new accusations cast a lot of ,doubt,0.74,10.79,15,0.63,1.83,114,17,The new accusations cast a lot of doubt,500.0,10000.0,0.0,455
break,,,,,,,,,,,,,1.0,455
trial,They knew she was a hiker because of her ,boots,0.36,9.28,16,0.58,3.6,\N,\N,They knew she was a hiker because of her boots,500.0,10000.0,0.0,455
break,,,,,,,,,,,,,1.0,455
trial,"Dave wanted to go, but he had clothes to ",wash,0.72,9.06,8,0.57,1.58,37,4,"Dave wanted to go, but he had clothes to wash",500.0,10000.0,0.0,455
end,,,,,,,,,,,,,,455
instructions,,,,,,,,,,,,,,456
trial,"Dave wanted to go, but he had clothes to ",wash,0.72,9.06,8,0.57,1.58,37,4,"Dave wanted to go, but he had clothes to wash",500.0,10000.0,0.0,456
break,,,,,,,,,,,,,1.0,456
trial,The toddler covered the walls with her mother's ,lipstick,0.48,6.94,1,0.41,2.83,3,1,The toddler covered the walls with her mother's lipstick,500.0,10000.0,0.0,456
break,,,,,,,,,,,,,1.0,456
trial,When he lived in Panama he took up drinking ,rum,0.33,6.86,27,0.51,3.67,3,23,When he lived in Panama he took up drinking rum,500.0,10000.0,0.0,456
end,,,,,,,,,,,,,,456
instructions,,,,,,,,,,,,,,457
trial,When he lived in Panama he took up drinking ,rum,0.33,6.86,27,0.51,3.67,3,23,When he lived in Panama he took up drinking rum,500.0,10000.0,0.0,457
break,,,,,,,,,,,,,1.0,457
trial,To enter the castle she rode across a ,bridge,0.4,9.87,6,0.66,1.95,98,4,To enter the castle she rode across a bridge,500.0,10000.0,0.0,457
break,,,,,,,,,,,,,1.0,457
trial,"The castle was defended by a massive, constructed ",moat,0.48,7.74,26,0.50,2.48,1,23,"The castle was defended by a massive, constructed moat",500.0,10000.0,0.0,457
end,,,,,,,,,,,,,,457
instructions,,,,,,,,,,,,,,458
trial,"The castle was defended by a massive, constructed ",moat,0.48,7.74,26,0.50,2.48,1,23,"The castle was defended by a massive, constructed moat",500.0,10000.0,0.0,458
break,,,,,,,,,,,,,1.0,458
trial,Kathy asked the cashier for change for a ,dollar,0.49,10.08,8,0.61,2.02,46,6,Kathy asked the cashier for change for a dollar,500.0,10000.0,0.0,458
break,,,,,,,,,,,,,1.0,458
trial,Natalie's birthday party had a Disney princess ,theme,0.78,9.57,10,0.66,1.65,55,8,Natalie's birthday party had a Disney princess theme,500.0,10000.0,0.0,458
end,,,,,,,,,,,,,,458
instructions,,,,,,,,,,,,,,459
trial,Natalie's birthday party had a Disney princess ,theme,0.78,9.57,10,0.66,1.65,55,8,Natalie's birthday party had a Disney princess theme,500.0,10000.0,0.0,459
break,,,,,,,,,,,,,1.0,459
trial,Lions often mark territory by using their ,urine,0.46,8.14,1,0.57,2.55,1,0,Lions often mark territory by using their urine,500.0,10000.0,0.0,459
break,,,,,,,,,,,,,1.0,459
trial,"When the building came down, there was a loud ",crash,0.49,9.86,11,0.64,2.38,20,11,"When the building came down, there was a loud crash",500.0,10000.0,0.0,459
end,,,,,,,,,,,,,,459
instructions,,,,,,,,,,,,,,460
trial,"When the building came down, there was a loud ",crash,0.49,9.86,11,0.64,2.38,20,11,"When the building came down, there was a loud crash",500.0,10000.0,0.0,460
break,,,,,,,,,,,,,1.0,460
trial,Hannah procrastinates until right before her work is ,due,0.9,11.52,30,0.69,0.67,\N,\N,Hannah procrastinates until right before her work is due,500.0,10000.0,0.0,460
break,,,,,,,,,,,,,1.0,460
trial,The math student finished the big project that was ,due,0.71,11.52,30,0.69,1.82,\N,\N,The math student finished the big project that was due,500.0,10000.0,0.0,460
end,,,,,,,,,,,,,,460
instructions,,,,,,,,,,,,,,461
trial,The math student finished the big project that was ,due,0.71,11.52,30,0.69,1.82,\N,\N,The math student finished the big project that was due,500.0,10000.0,0.0,461
break,,,,,,,,,,,,,1.0,461
trial,The teacher told the students that the homework was ,due,0.44,11.52,30,0.69,3.0,\N,\N,The teacher told the students that the homework was due,500.0,10000.0,0.0,461
break,,,,,,,,,,,,,1.0,461
trial,The pirates escaped with a large bag of ,gold,0.44,10.88,19,0.67,2.37,52,12,The pirates escaped with a large bag of gold,500.0,10000.0,0.0,461
end,,,,,,,,,,,,,,461
instructions,,,,,,,,,,,,,,462
trial,The pirates escaped with a large bag of ,gold,0.44,10.88,19,0.67,2.37,52,12,The pirates escaped with a large bag of gold,500.0,10000.0,0.0,462
break,,,,,,,,,,,,,1.0,462
trial,The curious child wanted to touch the tree ,trunk,0.38,8.09,1,0.59,2.85,8,2,The curious child wanted to touch the tree trunk,500.0,10000.0,0.0,462
break,,,,,,,,,,,,,1.0,462
trial,The smoothie was green because the chef added ,kale,0.46,6.68,44,0.36,2.54,1,32,The smoothie was green because the chef added kale,500.0,10000.0,0.0,462
end,,,,,,,,,,,,,,462
instructions,,,,,,,,,,,,,,463
trial,The smoothie was green because the chef added ,kale,0.46,6.68,44,0.36,2.54,1,32,The smoothie was green because the chef added kale,500.0,10000.0,0.0,463
break,,,,,,,,,,,,,1.0,463
trial,Matt topped the nachos with cheddar cheese and shredded ,lettuce,0.38,6.88,3,0.45,3.18,1,2,Matt topped the nachos with cheddar cheese and shredded lettuce,500.0,10000.0,0.0,463
break,,,,,,,,,,,,,1.0,463
trial,The doctor was alarmed by the patient's heart ,rate,0.35,11.38,42,0.65,2.45,209,29,The doctor was alarmed by the patient's heart rate,500.0,10000.0,0.0,463
end,,,,,,,,,,,,,,463
instructions,,,,,,,,,,,,,,464
trial,The doctor was alarmed by the patient's heart ,rate,0.35,11.38,42,0.65,2.45,209,29,The doctor was alarmed by the patient's heart rate,500.0,10000.0,0.0,464
break,,,,,,,,,,,,,1.0,464
trial,The immature boy had grown to be a responsible ,adult,0.58,10.14,1,0.66,1.12,25,1,The immature boy had grown to be a responsible adult,500.0,10000.0,0.0,464
break,,,,,,,,,,,,,1.0,464
trial,Her baby was not ready to leave the ,crib,0.32,7.16,2,0.35,2.77,5,2,Her baby was not ready to leave the crib,500.0,10000.0,0.0,464
end,,,,,,,,,,,,,,464
instructions,,,,,,,,,,,,,,465
trial,Her baby was not ready to leave the ,crib,0.32,7.16,2,0.35,2.77,5,2,Her baby was not ready to leave the crib,500.0,10000.0,0.0,465
break,,,,,,,,,,,,,1.0,465
trial,"Brian refuses to study, but his mother says he ",must,0.41,12.63,16,0.68,2.5,1013,12,"Brian refuses to study, but his mother says he must",500.0,10000.0,0.0,465
break,,,,,,,,,,,,,1.0,465
trial,Sara made her bed because her mom said she ,should,0.51,13.30,14,0.69,2.12,888,10,Sara made her bed because her mom said she should,500.0,10000.0,0.0,465
end,,,,,,,,,,,,,,465
instructions,,,,,,,,,,,,,,466
trial,Sara made her bed because her mom said she ,should,0.51,13.30,14,0.69,2.12,888,10,Sara made her bed because her mom said she should,500.0,10000.0,0.0,466
break,,,,,,,,,,,,,1.0,466
trial,Many people don't recycle even though they ,should,0.79,13.30,14,0.69,1.38,888,10,Many people don't recycle even though they should,500.0,10000.0,0.0,466
break,,,,,,,,,,,,,1.0,466
trial,The competitive students were always afraid to ,lose,0.65,10.55,31,0.64,2.02,58,14,The competitive students were always afraid to lose,500.0,10000.0,0.0,466
end,,,,,,,,,,,,,,466
instructions,,,,,,,,,,,,,,467
trial,The competitive students were always afraid to ,lose,0.65,10.55,31,0.64,2.02,58,14,The competitive students were always afraid to lose,500.0,10000.0,0.0,467
break,,,,,,,,,,,,,1.0,467
trial,They believe the most pious man is the ,pope,0.38,9.01,21,0.63,3.89,40,21,They believe the most pious man is the pope,500.0,10000.0,0.0,467
break,,,,,,,,,,,,,1.0,467
trial,Rome was crowded during the election of a new ,pope,0.32,9.01,21,0.63,3.04,40,21,Rome was crowded during the election of a new pope,500.0,10000.0,0.0,467
end,,,,,,,,,,,,,,467
instructions,,,,,,,,,,,,,,468
trial,Rome was crowded during the election of a new ,pope,0.32,9.01,21,0.63,3.04,40,21,Rome was crowded during the election of a new pope,500.0,10000.0,0.0,468
break,,,,,,,,,,,,,1.0,468
trial,The store had no camera and was easy to ,rob,0.73,10.00,17,0.63,1.51,19,16,The store had no camera and was easy to rob,500.0,10000.0,0.0,468
break,,,,,,,,,,,,,1.0,468
trial,They wouldn't cross because the river was too ,deep,0.42,10.66,19,0.67,2.95,109,17,They wouldn't cross because the river was too deep,500.0,10000.0,0.0,468
end,,,,,,,,,,,,,,468
instructions,,,,,,,,,,,,,,469
